headline,snippet,pub_date,web_url
U.S. stocks end volatile session mixed,,2008-10-23T05:00:00+0000,https://www.nytimes.com/2008/10/23/business/worldbusiness/23iht-24markets.17209656.html
European stocks edge higher after drops in Asia,,2008-10-23T05:00:00+0000,https://www.nytimes.com/2008/10/23/business/worldbusiness/23iht-23markets-fw.17188753.html
U.S. stocks end volatile session mixed,,2008-10-23T05:00:00+0000,https://www.nytimes.com/2008/10/23/business/worldbusiness/23iht-24marketsCLOSE.17209656.html
European stocks edge lower after drops in Asia,,2008-10-23T05:00:00+0000,https://www.nytimes.com/2008/10/23/business/worldbusiness/23iht-24markets.17190367.html
"Volatile Till the Close, Markets End on Upswing",The day’s gyrations underscored the market’s volatility amid continued concerns of a deep recession.,2008-10-23T01:59:00+0000,https://www.nytimes.com/2008/10/24/business/24markets.html
Stocks Drop Sharply in Europe and Asia,,2008-10-22T11:11:35+0000,https://dealbook.nytimes.com/2008/10/22/stocks-drop-sharply-in-europe-and-asia/
Global financial crisis has one beneficiary: The dollar,,2008-10-22T05:00:00+0000,https://www.nytimes.com/2008/10/22/business/worldbusiness/22iht-dollar.4.17174760.html
Stocks drop sharply in Europe and Asia,,2008-10-22T05:00:00+0000,https://www.nytimes.com/2008/10/22/business/worldbusiness/22iht-23markets.17160457.html
U.S. stocks drop sharply as earnings show fallout of credit crisis,,2008-10-22T05:00:00+0000,https://www.nytimes.com/2008/10/22/business/worldbusiness/22iht-23marketsCLOSE.17178705.html
"U.S. shares open with a dive, following Europe and Asia",,2008-10-22T05:00:00+0000,https://www.nytimes.com/2008/10/22/business/worldbusiness/22iht-22markets.17160878.html
U.S. stocks decline as earnings show fallout of credit crisis,,2008-10-22T05:00:00+0000,https://www.nytimes.com/2008/10/22/business/worldbusiness/22iht-23markets.17178705.html
Dow Drops 5.7% Despite Signs of Thawing Credit,"Worries about the corporate sector sent stocks on Wall Street sharply lower again, with the Dow tumbling by more than 500 points.",2008-10-22T03:47:37+0000,https://www.nytimes.com/2008/10/23/business/23markets.html
Sarkozy Seeks Wealth Funds to Buy European Stocks,,2008-10-21T20:09:51+0000,https://dealbook.nytimes.com/2008/10/21/sarkozy-seeks-wealth-funds-to-buy-european-stocks/
Signs of Easing Credit and Stimulus Talk Lift Wall Street,,2008-10-21T10:55:05+0000,https://dealbook.nytimes.com/2008/10/21/signs-of-easing-credit-and-stimulus-talk-lift-wall-street/
U.S. shares fall after weak earnings and Kerkorian's move,,2008-10-21T05:00:00+0000,https://www.nytimes.com/2008/10/21/business/worldbusiness/21iht-22markets.17129244.html
Markets in Europe and Asia Move Higher,,2008-10-20T11:45:18+0000,https://dealbook.nytimes.com/2008/10/20/markets-in-europe-and-asia-move-higher/
Signs of Easing Credit and Stimulus Talk Lift Wall Street,"Amid signs that credit was beginning to flow more easily, investors sent the Dow up 413 points. The S.&P. gained 4.8 percent.",2008-10-20T07:41:43+0000,https://www.nytimes.com/2008/10/21/business/21markets.html
Global stocks rise as credit eases,,2008-10-20T05:00:00+0000,https://www.nytimes.com/2008/10/20/business/worldbusiness/20iht-20markets.17093936.html
Wall Street falls on latest economic data,,2008-10-19T05:00:00+0000,https://www.nytimes.com/2008/11/19/business/worldbusiness/19iht-20markets.17967283.html
U.S. markets end volatile session higher,,2008-10-18T05:00:00+0000,https://www.nytimes.com/2008/11/18/business/worldbusiness/18iht-19marketsCLOSE.17944420.html
Stocks weaken in Europe and Asia,,2008-10-18T05:00:00+0000,https://www.nytimes.com/2008/11/18/business/worldbusiness/18iht-19markets.17922694.html
French Bank Suffers Big Trading Loss,Groupe Caisse d’Épargne said that it had incurred the losses as a result of unauthorized derivatives trading by a team on the bank’s own account.,2008-10-17T12:40:22+0000,https://www.nytimes.com/2008/10/18/business/worldbusiness/18frenchbank.html
U.S. markets end volatile session higher,,2008-10-18T05:00:00+0000,https://www.nytimes.com/2008/11/18/business/worldbusiness/18iht-19marketsCLOSE.17944420.html
Stocks weaken in Europe and Asia,,2008-10-18T05:00:00+0000,https://www.nytimes.com/2008/11/18/business/worldbusiness/18iht-19markets.17922694.html
French Bank Suffers Big Trading Loss,Groupe Caisse d’Épargne said that it had incurred the losses as a result of unauthorized derivatives trading by a team on the bank’s own account.,2008-10-17T12:40:22+0000,https://www.nytimes.com/2008/10/18/business/worldbusiness/18frenchbank.html
Bush urges patience amid further signs of slowdown,,2008-10-17T05:00:00+0000,https://www.nytimes.com/2008/10/17/business/worldbusiness/17iht-18marketsB.17055590.html
U.S. stocks finish lower as Bush urges patience amid more signs of slowdown,,2008-10-17T05:00:00+0000,https://www.nytimes.com/2008/10/17/business/worldbusiness/17iht-18marketsCLOSE.17059435.html
European markets rise after Wall St. rally; Asia mixed,,2008-10-17T05:00:00+0000,https://www.nytimes.com/2008/10/17/business/worldbusiness/17iht-17stocks.17044060.html
"Housing starts disappoint, sending U.S. markets lower",,2008-10-17T05:00:00+0000,https://www.nytimes.com/2008/10/17/business/worldbusiness/17iht-18markets.17052171.html
U.S. stocks finish lower as Bush urges patience amid more signs of slowdown,,2008-10-17T05:00:00+0000,https://www.nytimes.com/2008/10/17/business/worldbusiness/17iht-18markets.17059435.html
Asian stocks mixed while Europe opens strongly after Wall St. rally,,2008-10-17T05:00:00+0000,https://www.nytimes.com/2008/10/17/business/worldbusiness/17iht-markets.1.17040079.html
U.S. markets end lower,,2008-10-17T05:00:00+0000,https://www.nytimes.com/2008/11/17/business/worldbusiness/17iht-18marketsCLOSE.17906945.html
Europe and Asia follow Wall Street's rout,,2008-10-16T05:00:00+0000,https://www.nytimes.com/2008/10/16/business/worldbusiness/16iht-17market.17006237.html
Wall St. lower as European shares tumble again,,2008-10-16T05:00:00+0000,https://www.nytimes.com/2008/10/16/business/worldbusiness/16iht-17marketB.17014785.html
Stocks in Europe and Asia follow Wall St. lower,,2008-10-16T05:00:00+0000,https://www.nytimes.com/2008/10/16/business/worldbusiness/16iht-17marketA.17012562.html
European stocks fall as recession fears mount,,2008-10-15T05:00:00+0000,https://www.nytimes.com/2008/10/15/business/worldbusiness/15iht-16markets.16967716.html
U.S. stocks open lower after declines in Europe,,2008-10-15T05:00:00+0000,https://www.nytimes.com/2008/10/15/business/worldbusiness/15iht-16marketsA.16974137.html
U.S. stocks drop 8% on economic gloom,,2008-10-15T05:00:00+0000,https://www.nytimes.com/2008/10/15/business/worldbusiness/15iht-16marketsCLOSE.16990283.html
Europe and Asia fail to sustain rallies,,2008-10-15T05:00:00+0000,https://www.nytimes.com/2008/10/15/business/worldbusiness/15iht-16markets.16965193.html
U.S. stocks lower after late plunge in Europe,,2008-10-15T05:00:00+0000,https://www.nytimes.com/2008/10/15/business/worldbusiness/15iht-16marketsB.16979064.html
Japanese Stocks Soar; Europe Posts Solid Gains,,2008-10-14T10:30:14+0000,https://dealbook.nytimes.com/2008/10/14/japanese-stocks-soar-europe-also-posts-solid-gains/
Europe posts solid gains after Japanese stocks soar,,2008-10-14T05:00:00+0000,https://www.nytimes.com/2008/10/14/business/worldbusiness/14iht-15marketsA.16932255.html
"After early rally, U.S. stocks slip",,2008-10-14T05:00:00+0000,https://www.nytimes.com/2008/10/14/business/worldbusiness/14iht-15marketsC.16940910.html
U.S. stocks up after rally in Europe and surge in Japan,,2008-10-14T05:00:00+0000,https://www.nytimes.com/2008/10/14/business/worldbusiness/14iht-15marketsB.16938592.html
Japanese stocks soar; European markets post gains,,2008-10-14T05:00:00+0000,https://www.nytimes.com/2008/10/14/business/worldbusiness/14iht-15markets.16930034.html
"European, Asian Markets Rise on Capital Plans",,2008-10-13T10:50:22+0000,https://dealbook.nytimes.com/2008/10/13/markets-rise-in-europe-and-asia-on-vows-of-new-capital/
"Margin Calls Prompt Sales, and Drive Shares Even Lower",Those who had bought stocks using borrowed money have been forced to sell millions to settle so-called margin loans with banks.,2008-10-13T07:46:50+0000,https://www.nytimes.com/2008/10/14/business/14margin.html
Global stocks higher on pledges of new capital,,2008-10-13T05:00:00+0000,https://www.nytimes.com/2008/10/13/business/worldbusiness/13iht-markets.4.16917368.html
Wall Street soars 11% after global aid to banks,,2008-10-13T05:00:00+0000,https://www.nytimes.com/2008/10/13/business/worldbusiness/13iht-14markets.16919448.html
Markets rise around the world on vows of new capital,,2008-10-13T05:00:00+0000,https://www.nytimes.com/2008/10/13/business/worldbusiness/13iht-14markets.16899125.html
Stocks rise sharply after vows of new bank capital,,2008-10-13T05:00:00+0000,https://www.nytimes.com/2008/10/13/business/worldbusiness/13iht-13marketsA.16908712.html
Global stocks jump as governments backstop banks,,2008-10-13T05:00:00+0000,https://www.nytimes.com/2008/10/13/business/worldbusiness/13iht-13markets.16889947.html
Markets in Europe and Asia Plunge,,2008-10-10T11:01:59+0000,https://dealbook.nytimes.com/2008/10/10/markets-in-europe-and-asia-plunge/
Dow pares heavy losses to close down 1.5 percent in chaotic trading,,2008-10-10T05:00:00+0000,https://www.nytimes.com/2008/10/10/business/worldbusiness/10iht-11markets.16860682.html
Global stocks plunge; market looking to G-7 in desperation,,2008-10-10T05:00:00+0000,https://www.nytimes.com/2008/10/10/business/worldbusiness/10iht-10markets.16838414.html
Markets tumble in Europe and Asia; traders look to G-7 in desperation,,2008-10-10T05:00:00+0000,https://www.nytimes.com/2008/10/10/business/worldbusiness/10iht-11markets.16843494.html
Wall St. swings wildly after global selloff,,2008-10-10T05:00:00+0000,https://www.nytimes.com/2008/10/10/business/worldbusiness/10iht-11markets.16846976.html
"Asian markets plummet after Dow falls under 8,600",,2008-10-10T05:00:00+0000,https://www.nytimes.com/2008/10/10/business/worldbusiness/10iht-10markets.16833257.html
China's stimulus plan buoys markets,,2008-10-10T05:00:00+0000,https://www.nytimes.com/2008/11/10/business/worldbusiness/10iht-11marketsA.17688553.html
Tokyo Shares Drop as European Markets Open Higher,,2008-10-09T10:36:29+0000,https://dealbook.nytimes.com/2008/10/09/tokyo-shares-drop-as-european-markets-open-higher/
"For Dow, the final swing was down",,2008-10-09T05:00:00+0000,https://www.nytimes.com/2008/10/09/business/worldbusiness/09iht-09markets.16801703.html
Tokyo shares drop as European markets open higher,,2008-10-09T05:00:00+0000,https://www.nytimes.com/2008/10/09/business/worldbusiness/09iht-10markets.16807992.html
Dow drops more than 600 points in late trading,,2008-10-09T05:00:00+0000,https://www.nytimes.com/2008/10/09/business/worldbusiness/09iht-markets.4.16827774.html
"For Dow, the final swing was down",,2008-10-09T05:00:00+0000,https://www.nytimes.com/2008/10/09/business/worldbusiness/09iht-09markets-us.16801703.html
"Dow closes below 9,000 for first time in five years",,2008-10-09T05:00:00+0000,https://www.nytimes.com/2008/10/09/business/worldbusiness/09iht-10markets.16830447.html
Market volatility continues,,2008-10-09T05:00:00+0000,https://www.nytimes.com/2008/10/09/business/worldbusiness/09iht-10markets.16822579.html
Stocks rise in U.S. and Europe after mixed session in Asia,,2008-10-09T05:00:00+0000,https://www.nytimes.com/2008/10/09/business/worldbusiness/09iht-09markets.16805092.html
Tokyo Shares Lose 9.4 Percent,,2008-10-08T12:30:49+0000,https://dealbook.nytimes.com/2008/10/08/tokyo-shares-lose-94-percent/
Tokyo shares lose 9.4 percent as other Asian markets slide,,2008-10-08T05:00:00+0000,https://www.nytimes.com/2008/10/08/business/worldbusiness/08iht-09markets.16775268.html
World's major central banks announce coordinated rate cuts,,2008-10-08T05:00:00+0000,https://www.nytimes.com/2008/10/08/business/worldbusiness/08iht-8markets.16775773.html
Stocks seesaw after rates cut,,2008-10-08T05:00:00+0000,https://www.nytimes.com/2008/10/08/business/worldbusiness/08iht-markets.html
Japan stocks down 9.4% after U.S. drop,,2008-10-08T05:00:00+0000,https://www.nytimes.com/2008/10/08/business/worldbusiness/08iht-08asiamarkets.16771346.html
U.S. stocks rise at opening on Fed plan,,2008-10-07T05:00:00+0000,https://www.nytimes.com/2008/10/07/business/worldbusiness/07iht-08markets.16751309.html
Fed announces plan to buy short-term debt,,2008-10-07T05:00:00+0000,https://www.nytimes.com/2008/10/07/business/worldbusiness/07iht-08fed.16757358.html
Wall Street lower ahead of Bernanke remarks,,2008-10-07T05:00:00+0000,https://www.nytimes.com/2008/10/07/business/worldbusiness/07iht-08markets.16756819.html
"Stocks drop 5 percent on Wall Street, but end mixed elsewhere",,2008-10-07T05:00:00+0000,https://www.nytimes.com/2008/10/07/business/worldbusiness/07iht-markets.4.16759756.html
European stocks rise after mixed session in Asia; U.S. set for flat opening,,2008-10-07T05:00:00+0000,https://www.nytimes.com/2008/10/07/business/worldbusiness/07iht-07markets.16740472.html
Chaotic day ends with stocks off 3.8% in U.S.,,2008-10-07T05:00:00+0000,https://www.nytimes.com/2008/10/07/business/worldbusiness/07iht-07markets-us.16735957.html
Wall street fluctuates after Fed plan announced,,2008-10-07T05:00:00+0000,https://www.nytimes.com/2008/10/07/business/worldbusiness/07iht-08markets.16755230.html
Chaotic day ends with stocks off 3.8% in U.S.,,2008-10-07T05:00:00+0000,https://www.nytimes.com/2008/10/07/business/worldbusiness/07iht-07markets.16735957.html
Stocks Fall Sharply in Europe and Asia,,2008-10-06T12:18:15+0000,https://dealbook.nytimes.com/2008/10/06/stocks-fall-sharply-in-europe-and-asia/
"Societe Generale Ready for Dealmaking, Chief Says",,2008-10-06T11:15:10+0000,https://dealbook.nytimes.com/2008/10/06/societe-generale-ready-for-dealmaking-chief-says/
U.S. stocks rise at opening on Fed plan,,2008-10-07T05:00:00+0000,https://www.nytimes.com/2008/10/07/business/worldbusiness/07iht-08markets.16751309.html
Fed announces plan to buy short-term debt,,2008-10-07T05:00:00+0000,https://www.nytimes.com/2008/10/07/business/worldbusiness/07iht-08fed.16757358.html
Wall Street lower ahead of Bernanke remarks,,2008-10-07T05:00:00+0000,https://www.nytimes.com/2008/10/07/business/worldbusiness/07iht-08markets.16756819.html
"Stocks drop 5 percent on Wall Street, but end mixed elsewhere",,2008-10-07T05:00:00+0000,https://www.nytimes.com/2008/10/07/business/worldbusiness/07iht-markets.4.16759756.html
European stocks rise after mixed session in Asia; U.S. set for flat opening,,2008-10-07T05:00:00+0000,https://www.nytimes.com/2008/10/07/business/worldbusiness/07iht-07markets.16740472.html
Chaotic day ends with stocks off 3.8% in U.S.,,2008-10-07T05:00:00+0000,https://www.nytimes.com/2008/10/07/business/worldbusiness/07iht-07markets-us.16735957.html
Wall street fluctuates after Fed plan announced,,2008-10-07T05:00:00+0000,https://www.nytimes.com/2008/10/07/business/worldbusiness/07iht-08markets.16755230.html
Chaotic day ends with stocks off 3.8% in U.S.,,2008-10-07T05:00:00+0000,https://www.nytimes.com/2008/10/07/business/worldbusiness/07iht-07markets.16735957.html
Stocks Fall Sharply in Europe and Asia,,2008-10-06T12:18:15+0000,https://dealbook.nytimes.com/2008/10/06/stocks-fall-sharply-in-europe-and-asia/
"Societe Generale Ready for Dealmaking, Chief Says",,2008-10-06T11:15:10+0000,https://dealbook.nytimes.com/2008/10/06/societe-generale-ready-for-dealmaking-chief-says/
Fed Considers Plan to Buy Companies’ Unsecured Debt,"As stocks spiraled lower around the world, the Federal Reserve considered a radical plan to jump-start the ailing financial system.",2008-10-06T07:07:41+0000,https://www.nytimes.com/2008/10/07/business/07markets.html
